Build ID,Test Method,Flaky or Not,Detection Method,Traceback Cover,Number of Smells,Flaky Frequency,Size,Path
576430612,test_issue3009,Non-Flaky,Multi-Factor,F,0,0.45,26,spaCy/spacy/tests/regression/test_issue3001-3500.py
575024280,test_lookups_api,Non-Flaky,Multi-Factor,F,0,0.17,18,spaCy/spacy/tests/vocab_vectors/test_lookups.py
574982413,test_lookups_api,Non-Flaky,Multi-Factor,U,0,0.20,18,spaCy/spacy/tests/vocab_vectors/test_lookups.py
574915159,test_lookups_api,Non-Flaky,Multi-Factor,F,0,0.25,18,spaCy/spacy/tests/vocab_vectors/test_lookups.py
574910059,test_da_lemmatizer_lookup_assigns,Flaky,Multi-Factor,U,0,0.20,2,spaCy/spacy/tests/lang/da/test_lemma.py
574910059,test_de_lemmatizer_lookup_assigns,Flaky,Multi-Factor,U,0,0.20,2,spaCy/spacy/tests/lang/de/test_lemma.py
574910059,test_fr_lemmatizer_verb,Flaky,Multi-Factor,U,0,0.20,4,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574910059,test_fr_lemmatizer_noun_verb_2,Flaky,Multi-Factor,U,0,0.20,2,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574910059,test_fr_lemmatizer_noun_2,Flaky,Multi-Factor,U,0,0.20,3,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574910059,test_lt_lemmatizer,Flaky,Multi-Factor,U,0,0.20,1,spaCy/spacy/tests/lang/lt/test_lemmatizer.py
574910059,test_nl_lemmatizer_noun_lemmas_irreg,Flaky,Multi-Factor,U,0,0.25,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
574910059,test_nl_lemmatizer_verb_lemmas_irreg,Flaky,Multi-Factor,U,0,0.25,3,spaCy/spacy/tests/lang/nl/test_lemmatizer.py
574910059,test_ro_lemmatizer_lookup_assigns,Flaky,Multi-Factor,U,0,0.20,2,spaCy/spacy/tests/lang/ro/test_lemmatizer.py
574910059,test_lemmatizer_lookup_assigns,Flaky,Multi-Factor,U,0,0.43,2,spaCy/spacy/tests/lang/sv/test_lemmatizer.py
574910059,test_tr_lemmatizer_lookup_assigns,Flaky,Multi-Factor,U,0,0.20,2,spaCy/spacy/tests/lang/tr/test_lemmatization.py
574888138,test_lang_initialize,Flaky,Multi-Factor,T,0,0.40,6,spaCy/spacy/tests/lang/test_initialize.py
574888138,test_da_lemmatizer_lookup_assigns,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/lang/da/test_lemma.py
574888138,test_de_lemmatizer_lookup_assigns,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/lang/de/test_lemma.py
574888138,test_fr_lemmatizer_verb,Flaky,Multi-Factor,F,0,0.25,4,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574888138,test_fr_lemmatizer_noun_verb_2,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574888138,test_fr_lemmatizer_noun_2,Flaky,Multi-Factor,F,0,0.25,3,spaCy/spacy/tests/lang/fr/test_lemmatization.py
574888138,test_lt_lemmatizer,Flaky,Multi-Factor,F,0,0.25,1,spaCy/spacy/tests/lang/lt/test_lemmatizer.py
574888138,test_ro_lemmatizer_lookup_assigns,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/lang/ro/test_lemmatizer.py
574888138,test_lemmatizer_lookup_assigns,Flaky,Multi-Factor,F,0,0.50,2,spaCy/spacy/tests/lang/sv/test_lemmatizer.py
574888138,test_tr_lemmatizer_lookup_assigns,Flaky,Multi-Factor,F,0,0.25,2,spaCy/spacy/tests/lang/tr/test_lemmatization.py
574844217,test_displacy_parse_deps,Flaky,Traceback Coverage,F,0,0.33,20,spaCy/spacy/tests/test_displacy.py
574844217,test_doc_retokenize_spans_entity_merge,Flaky,Traceback Coverage,F,0,0.25,18,spaCy/spacy/tests/doc/test_retokenize_merge.py
574844217,test_issue3009,Flaky,Traceback Coverage,F,0,0.40,26,spaCy/spacy/tests/regression/test_issue3001-3500.py
574342350,test_attr_pipeline_checks,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/matcher/test_phrase_matcher.py
567273975,test_issue4042,Non-Flaky,Traceback Coverage,T,0,0.40,0,spaCy/spacy/tests/regression/test_issue4042.py
566993141,test_issue4042,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/regression/test_issue4042.py
562768897,test_docs_to_json_roundtrip,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/test_gold.py
559075621,test_pl_lemmatizer_lookup,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/lang/pl/test_lemmatizer.py
559062537,test_pl_lemmatizer_lookup,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/lang/pl/test_lemmatizer.py
557914173,test_vocab_api_symbols,Flaky,Multi-Factor,F,0,0.20,1,spaCy/spacy/tests/vocab_vectors/test_vocab_api.py
557913789,test_vocab_api_symbols,Flaky,Traceback Coverage,F,0,0.25,1,spaCy/spacy/tests/vocab_vectors/test_vocab_api.py
557372525,test_issue3611,Non-Flaky,Traceback Coverage,T,1,0.25,34,spaCy/spacy/tests/regression/test_issue3611.py
557248081,test_lt_tokenizer_handles_long_text,Flaky,Traceback Coverage,F,0,0.20,3,spaCy/spacy/tests/lang/lt/test_text.py
557247828,test_lt_tokenizer_handles_long_text,Non-Flaky,Traceback Coverage,T,0,0.25,5,spaCy/spacy/tests/lang/lt/test_text.py
554181925,test_issue2901,Non-Flaky,Traceback Coverage,T,0,0.25,7,spaCy/spacy/tests/regression/test_issue2501-3000.py
554168375,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.36,6,spaCy/spacy/tests/lang/test_initialize.py
554151846,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.38,6,spaCy/spacy/tests/lang/test_initialize.py
554077784,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.42,6,spaCy/spacy/tests/lang/test_initialize.py
553427855,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.36,6,spaCy/spacy/tests/lang/test_initialize.py
553414257,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.40,6,spaCy/spacy/tests/lang/test_initialize.py
553261295,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.44,6,spaCy/spacy/tests/lang/test_initialize.py
553260224,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.50,6,spaCy/spacy/tests/lang/test_initialize.py
551639506,test_preserving_links_asdoc,Non-Flaky,Traceback Coverage,T,0,0.40,32,spaCy/spacy/tests/pipeline/test_entity_linker.py
550296081,test_preserving_links_asdoc,Non-Flaky,Traceback Coverage,T,0,0.25,32,spaCy/spacy/tests/pipeline/test_entity_linker.py
547663105,test_serialize_kb_disk,Non-Flaky,Traceback Coverage,T,0,0.20,14,spaCy/spacy/tests/serialize/test_serialize_kb.py
547657774,test_serialize_kb_disk,Non-Flaky,Traceback Coverage,T,0,0.25,14,spaCy/spacy/tests/serialize/test_serialize_kb.py
545085451,test_pretrain_make_docs,Non-Flaky,Traceback Coverage,T,0,0.25,31,spaCy/spacy/tests/test_cli.py
534145313,test_tokenizer_handles_testcases,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/lang/pl/test_stopwords.py
531253452,test_doc_to_json_underscore_error_serialize,Non-Flaky,Traceback Coverage,T,0,0.17,5,spaCy/spacy/tests/doc/test_to_json.py
531253452,test_token_underscore_method,Non-Flaky,Traceback Coverage,T,0,0.17,4,spaCy/spacy/tests/doc/test_underscore.py
531253452,test_serialize_ext_attrs_from_bytes,Non-Flaky,Traceback Coverage,T,0,0.17,6,spaCy/spacy/tests/serialize/test_serialize_extension_attrs.py
531253417,test_doc_to_json_underscore_error_serialize,Flaky,Traceback Coverage,F,0,0.14,5,spaCy/spacy/tests/doc/test_to_json.py
531253417,test_token_underscore_method,Flaky,Traceback Coverage,F,0,0.14,4,spaCy/spacy/tests/doc/test_underscore.py
531253417,test_serialize_ext_attrs_from_bytes,Flaky,Traceback Coverage,F,0,0.14,6,spaCy/spacy/tests/serialize/test_serialize_extension_attrs.py
531251841,test_doc_to_json_underscore_error_serialize,Non-Flaky,Traceback Coverage,T,0,0.20,5,spaCy/spacy/tests/doc/test_to_json.py
531251841,test_token_underscore_method,Non-Flaky,Traceback Coverage,T,0,0.20,4,spaCy/spacy/tests/doc/test_underscore.py
531251841,test_serialize_ext_attrs_from_bytes,Non-Flaky,Traceback Coverage,T,0,0.20,6,spaCy/spacy/tests/serialize/test_serialize_extension_attrs.py
531251831,test_doc_to_json_underscore_error_serialize,Non-Flaky,Traceback Coverage,T,0,0.25,5,spaCy/spacy/tests/doc/test_to_json.py
531251831,test_token_underscore_method,Non-Flaky,Traceback Coverage,T,0,0.25,4,spaCy/spacy/tests/doc/test_underscore.py
531251831,test_serialize_ext_attrs_from_bytes,Non-Flaky,Traceback Coverage,T,0,0.25,6,spaCy/spacy/tests/serialize/test_serialize_extension_attrs.py
529992511,test_lemmatizer_lookup_assigns,Flaky,Traceback Coverage,F,0,0.40,0,spaCy/spacy/tests/lang/pl/test_lemma.py
523690902,test_entity_ruler_init,Non-Flaky,Traceback Coverage,T,0,0.38,10,spaCy/spacy/tests/pipeline/test_entity_ruler.py
523690902,test_entity_ruler_existing,Non-Flaky,Traceback Coverage,T,0,0.38,7,spaCy/spacy/tests/pipeline/test_entity_ruler.py
523690902,test_entity_ruler_existing_overwrite,Non-Flaky,Traceback Coverage,T,0,0.38,8,spaCy/spacy/tests/pipeline/test_entity_ruler.py
523690902,test_entity_ruler_existing_complex,Non-Flaky,Traceback Coverage,T,0,0.38,9,spaCy/spacy/tests/pipeline/test_entity_ruler.py
523690902,test_entity_ruler_entity_id,Non-Flaky,Traceback Coverage,T,0,0.25,6,spaCy/spacy/tests/pipeline/test_entity_ruler.py
523690902,test_issue3345,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/regression/test_issue3345.py
521399016,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.43,6,spaCy/spacy/tests/lang/test_initialize.py
521399016,test_lemmatizer_lookup_assigns,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/lang/pl/test_lemma.py
520253329,test_create_symlink_windows,Non-Flaky,Traceback Coverage,T,0,0.25,14,spaCy/spacy/tests/test_misc.py
510286081,test_add_label,Non-Flaky,Traceback Coverage,T,1,0.12,14,spaCy/spacy/tests/parser/test_add_label.py
510286077,test_add_label,Non-Flaky,Multi-Factor,T,1,0.14,14,spaCy/spacy/tests/parser/test_add_label.py
510280237,test_add_label,Flaky,Traceback Coverage,F,1,0.17,14,spaCy/spacy/tests/parser/test_add_label.py
510280215,test_add_label,Non-Flaky,Multi-Factor,F,1,0.20,14,spaCy/spacy/tests/parser/test_add_label.py
510279948,test_add_label,Non-Flaky,Multi-Factor,F,1,0.25,14,spaCy/spacy/tests/parser/test_add_label.py
509972125,test_dependency_tree_matcher,Non-Flaky,Traceback Coverage,T,0,0.33,0,spaCy/spacy/tests/matcher/test_matcher_api.py
509902469,test_kb_valid_entities,Non-Flaky,Traceback Coverage,T,0,0.17,0,spaCy/spacy/tests/pipeline/test_el.py
509902469,test_kb_invalid_entities,Non-Flaky,Traceback Coverage,T,0,0.17,0,spaCy/spacy/tests/pipeline/test_el.py
509902469,test_kb_invalid_probabilities,Non-Flaky,Traceback Coverage,T,0,0.17,0,spaCy/spacy/tests/pipeline/test_el.py
509902469,test_kb_invalid_combination,Non-Flaky,Traceback Coverage,T,0,0.17,0,spaCy/spacy/tests/pipeline/test_el.py
509902469,test_candidate_generation,Non-Flaky,Traceback Coverage,T,0,0.17,0,spaCy/spacy/tests/pipeline/test_el.py
509899864,test_kb_valid_entities,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/pipeline/test_el.py
509899864,test_kb_invalid_entities,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/pipeline/test_el.py
509899864,test_kb_invalid_probabilities,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/pipeline/test_el.py
509899864,test_kb_invalid_combination,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/pipeline/test_el.py
509899864,test_candidate_generation,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/pipeline/test_el.py
509898897,test_kb_valid_entities,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/pipeline/test_el.py
509898897,test_kb_invalid_entities,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/pipeline/test_el.py
509898897,test_kb_invalid_probabilities,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/pipeline/test_el.py
509898897,test_kb_invalid_combination,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/pipeline/test_el.py
509898897,test_candidate_generation,Non-Flaky,Traceback Coverage,T,0,0.25,0,spaCy/spacy/tests/pipeline/test_el.py
509425029,test_issue3009,Flaky,Traceback Coverage,F,0,0.33,0,spaCy/spacy/tests/regression/test_issue3009.py
509420639,test_issue3009,Flaky,Multi-Factor,F,0,0.38,4,spaCy/spacy/tests/regression/test_issue3009.py
506782029,test_lang_initialize,Flaky,Traceback Coverage,F,0,0.33,6,spaCy/spacy/tests/lang/test_initialize.py
506448084,test_cli_converters_conllu2json,Non-Flaky,Traceback Coverage,T,0,0.25,21,spaCy/spacy/tests/test_cli.py
504737468,test_token_api_conjuncts_chain,Flaky,Traceback Coverage,F,0,0.20,7,spaCy/spacy/tests/doc/test_token_api.py
504737468,test_token_api_conjuncts_simple,Flaky,Traceback Coverage,F,0,0.20,6,spaCy/spacy/tests/doc/test_token_api.py
504737468,test_token_api_non_conjuncts,Flaky,Traceback Coverage,F,0,0.20,6,spaCy/spacy/tests/doc/test_token_api.py
504737420,test_token_api_conjuncts_chain,Flaky,Multi-Factor,F,0,0.25,7,spaCy/spacy/tests/doc/test_token_api.py
504737420,test_token_api_conjuncts_simple,Flaky,Multi-Factor,F,0,0.25,6,spaCy/spacy/tests/doc/test_token_api.py
504737420,test_token_api_non_conjuncts,Flaky,Multi-Factor,F,0,0.25,6,spaCy/spacy/tests/doc/test_token_api.py
504463178,test_en_parser_noun_chunks_dative,Non-Flaky,Multi-Factor,F,0,0.12,13,spaCy/spacy/tests/lang/en/test_parser.py
504463158,test_en_parser_noun_chunks_dative,Non-Flaky,Multi-Factor,F,0,0.14,13,spaCy/spacy/tests/lang/en/test_parser.py
504463131,test_en_parser_noun_chunks_dative,Non-Flaky,Multi-Factor,F,0,0.11,13,spaCy/spacy/tests/lang/en/test_parser.py
504460506,test_en_parser_noun_chunks_dative,Non-Flaky,Multi-Factor,F,0,0.17,13,spaCy/spacy/tests/lang/en/test_parser.py
504456153,test_en_parser_noun_chunks_dative,Non-Flaky,Multi-Factor,F,0,0.20,13,spaCy/spacy/tests/lang/en/test_parser.py
504446491,test_en_parser_noun_chunks_dative,Flaky,Traceback Coverage,F,0,0.25,13,spaCy/spacy/tests/lang/en/test_parser.py
504375736,test_issue1915,Non-Flaky,Traceback Coverage,T,0,0.17,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504375736,test_issue2179,Non-Flaky,Traceback Coverage,T,0,0.11,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504375736,test_issue2800,Non-Flaky,Traceback Coverage,T,2,0.10,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504375736,test_issue3209,Non-Flaky,Traceback Coverage,T,0,0.10,15,spaCy/spacy/tests/regression/test_issue3209.py
504375730,test_issue1915,Flaky,Multi-Factor,F,0,0.15,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504375730,test_issue2179,Flaky,Multi-Factor,F,0,0.11,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504375730,test_issue2800,Non-Flaky,Multi-Factor,F,2,0.09,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504375730,test_issue3209,Non-Flaky,Multi-Factor,F,0,0.09,15,spaCy/spacy/tests/regression/test_issue3209.py
504374934,test_issue1915,Non-Flaky,Traceback Coverage,T,0,0.18,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504374934,test_issue2179,Non-Flaky,Traceback Coverage,T,0,0.12,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504374934,test_issue2800,Non-Flaky,Traceback Coverage,T,2,0.11,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504374934,test_issue3209,Non-Flaky,Traceback Coverage,T,0,0.11,15,spaCy/spacy/tests/regression/test_issue3209.py
504374922,test_issue1915,Flaky,Multi-Factor,F,0,0.20,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504374922,test_issue2179,Flaky,Multi-Factor,F,0,0.12,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504374922,test_issue2800,Non-Flaky,Multi-Factor,F,2,0.12,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504374922,test_issue3209,Non-Flaky,Multi-Factor,F,0,0.12,15,spaCy/spacy/tests/regression/test_issue3209.py
504372910,test_issue1915,Flaky,Traceback Coverage,F,0,0.25,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504372910,test_issue2179,Flaky,Traceback Coverage,F,0,0.14,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504372910,test_issue2800,Flaky,Traceback Coverage,F,2,0.17,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504372910,test_issue3209,Flaky,Traceback Coverage,F,0,0.17,15,spaCy/spacy/tests/regression/test_issue3209.py
504372903,test_issue1915,Flaky,Multi-Factor,F,0,0.22,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504372903,test_issue2179,Flaky,Multi-Factor,F,0,0.13,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504372903,test_issue2800,Non-Flaky,Multi-Factor,F,2,0.14,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504372903,test_issue3209,Non-Flaky,Multi-Factor,F,0,0.14,15,spaCy/spacy/tests/regression/test_issue3209.py
504371102,test_issue1915,Flaky,Traceback Coverage,F,0,0.29,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504371102,test_issue2179,Flaky,Traceback Coverage,F,0,0.15,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504371102,test_issue2800,Flaky,Traceback Coverage,F,2,0.20,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504371102,test_issue3209,Flaky,Traceback Coverage,F,0,0.20,15,spaCy/spacy/tests/regression/test_issue3209.py
504369522,test_issue1915,Flaky,Multi-Factor,T,0,0.33,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
504369522,test_issue2179,Flaky,Multi-Factor,T,0,0.17,11,spaCy/spacy/tests/regression/test_issue2001-2500.py
504369522,test_issue2800,Non-Flaky,Multi-Factor,T,2,0.25,17,spaCy/spacy/tests/regression/test_issue2501-3000.py
504369522,test_issue3209,Non-Flaky,Multi-Factor,T,0,0.25,15,spaCy/spacy/tests/regression/test_issue3209.py
504329613,test_doc_array_to_from_string_attrs,Flaky,Multi-Factor,F,0,0.14,6,spaCy/spacy/tests/doc/test_array.py
504328678,test_doc_array_to_from_string_attrs,Flaky,Multi-Factor,F,0,0.17,6,spaCy/spacy/tests/doc/test_array.py
504318120,test_doc_array_to_from_string_attrs,Flaky,Multi-Factor,F,0,0.20,6,spaCy/spacy/tests/doc/test_array.py
504315678,test_doc_array_to_from_string_attrs,Flaky,Traceback Coverage,F,0,0.25,6,spaCy/spacy/tests/doc/test_array.py
503212762,test_doc_retokenize_spans_entity_merge,Non-Flaky,Traceback Coverage,T,0,0.14,18,spaCy/spacy/tests/doc/test_retokenize_merge.py
503212762,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.20,6,spaCy/spacy/tests/lang/test_initialize.py
503212762,test_de_parser_noun_chunks_standard_de,Non-Flaky,Traceback Coverage,T,0,0.20,12,spaCy/spacy/tests/lang/de/test_parser.py
503212762,test_de_extended_chunk,Non-Flaky,Traceback Coverage,T,0,0.20,13,spaCy/spacy/tests/lang/de/test_parser.py
503212762,test_add_morphology_with_int_ids,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/morphology/test_morph_features.py
503212762,test_add_morphology_with_mix_strings_and_ints,Non-Flaky,Traceback Coverage,T,0,0.20,0,spaCy/spacy/tests/morphology/test_morph_features.py
503212762,test_issue595,Non-Flaky,Traceback Coverage,T,0,0.14,10,spaCy/spacy/tests/regression/test_issue1-1000.py
503212762,test_issue1387,Non-Flaky,Traceback Coverage,T,0,0.14,10,spaCy/spacy/tests/regression/test_issue1001-1500.py
503212740,test_doc_retokenize_spans_entity_merge,Non-Flaky,Traceback Coverage,T,0,0.17,18,spaCy/spacy/tests/doc/test_retokenize_merge.py
503212740,test_lang_initialize,Non-Flaky,Traceback Coverage,T,0,0.25,6,spaCy/spacy/tests/lang/test_initialize.py
503212740,test_de_parser_noun_chunks_standard_de,Non-Flaky,Traceback Coverage,T,0,0.25,12,spaCy/spacy/tests/lang/de/test_parser.py
503212740,test_de_extended_chunk,Non-Flaky,Traceback Coverage,T,0,0.25,13,spaCy/spacy/tests/lang/de/test_parser.py
503212740,test_add_morphology_with_int_ids,Non-Flaky,Traceback Coverage,T,0,0.25,1,spaCy/spacy/tests/morphology/test_morph_features.py
503212740,test_add_morphology_with_mix_strings_and_ints,Non-Flaky,Traceback Coverage,T,0,0.25,1,spaCy/spacy/tests/morphology/test_morph_features.py
503212740,test_issue595,Non-Flaky,Traceback Coverage,T,0,0.17,10,spaCy/spacy/tests/regression/test_issue1-1000.py
503212740,test_issue1387,Non-Flaky,Traceback Coverage,T,0,0.17,10,spaCy/spacy/tests/regression/test_issue1001-1500.py
503042456,test_roundtrip_offsets_biluo_conversion,Flaky,Traceback Coverage,F,0,0.20,8,spaCy/spacy/tests/test_gold.py
503042456,test_biluo_spans,Flaky,Traceback Coverage,F,0,0.20,8,spaCy/spacy/tests/test_gold.py
503042456,test_displacy_parse_ents,Flaky,Traceback Coverage,F,0,0.20,7,spaCy/spacy/tests/test_misc.py
503042456,test_displacy_parse_deps,Flaky,Traceback Coverage,F,0,0.20,20,spaCy/spacy/tests/test_misc.py
503042456,test_displacy_spans,Flaky,Traceback Coverage,F,0,0.20,5,spaCy/spacy/tests/test_misc.py
503042456,test_displacy_render_wrapper,Flaky,Traceback Coverage,F,0,0.20,9,spaCy/spacy/tests/test_misc.py
503042456,test_doc_api_set_ents,Flaky,Traceback Coverage,F,0,0.20,9,spaCy/spacy/tests/doc/test_doc_api.py
503042456,test_doc_retokenize_retokenizer_attrs,Flaky,Traceback Coverage,F,0,0.20,9,spaCy/spacy/tests/doc/test_retokenize_merge.py
503042456,test_doc_retokenize_spans_merge_tokens,Flaky,Traceback Coverage,F,0,0.20,14,spaCy/spacy/tests/doc/test_retokenize_merge.py
503042456,test_doc_retokenize_spans_entity_merge,Flaky,Traceback Coverage,F,0,0.20,18,spaCy/spacy/tests/doc/test_retokenize_merge.py
503042456,test_spans_by_character,Flaky,Traceback Coverage,F,0,0.20,5,spaCy/spacy/tests/doc/test_span.py
503042456,test_span_ents_property,Flaky,Traceback Coverage,F,0,0.20,26,spaCy/spacy/tests/doc/test_span.py
503042456,test_da_tokenizer_handles_posessives_and_contractions,Flaky,Traceback Coverage,F,0,0.20,29,spaCy/spacy/tests/lang/da/test_prefix_suffix_infix.py
503042456,test_matcher_phrase_matcher,Flaky,Traceback Coverage,F,0,0.29,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042456,test_phrase_matcher_string_attrs,Flaky,Traceback Coverage,F,0,0.29,14,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042456,test_phrase_matcher_string_attrs_negative,Flaky,Traceback Coverage,F,0,0.29,11,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042456,test_phrase_matcher_bool_attrs,Flaky,Traceback Coverage,F,0,0.29,16,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042456,test_phrase_matcher_validation,Flaky,Traceback Coverage,F,0,0.20,17,spaCy/spacy/tests/matcher/test_phrase_matcher.py
503042456,test_get_oracle_moves,Flaky,Traceback Coverage,F,0,0.20,5,spaCy/spacy/tests/parser/test_ner.py
503042456,test_get_oracle_moves_negative_entities,Flaky,Traceback Coverage,F,0,0.20,9,spaCy/spacy/tests/parser/test_ner.py
503042456,test_get_oracle_moves_negative_entities2,Flaky,Traceback Coverage,F,0,0.20,7,spaCy/spacy/tests/parser/test_ner.py
503042456,test_get_oracle_moves_negative_O,Flaky,Traceback Coverage,F,0,0.20,7,spaCy/spacy/tests/parser/test_ner.py
503042456,test_beam_parse,Flaky,Traceback Coverage,F,0,0.27,6,spaCy/spacy/tests/parser/test_nn_beam.py
503042456,test_parser_pseudoprojectivity,Flaky,Traceback Coverage,F,0,0.20,63,spaCy/spacy/tests/parser/test_nonproj.py
503042456,test_entity_ruler_init,Flaky,Traceback Coverage,F,0,0.29,10,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042456,test_entity_ruler_existing,Flaky,Traceback Coverage,F,0,0.29,7,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042456,test_entity_ruler_existing_overwrite,Flaky,Traceback Coverage,F,0,0.29,8,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042456,test_entity_ruler_existing_complex,Flaky,Traceback Coverage,F,0,0.29,9,spaCy/spacy/tests/pipeline/test_entity_ruler.py
503042456,test_issue118,Flaky,Traceback Coverage,F,0,0.29,17,spaCy/spacy/tests/regression/test_issue1-1000.py
503042456,test_issue118_prefix_reorder,Flaky,Traceback Coverage,F,0,0.29,17,spaCy/spacy/tests/regression/test_issue1-1000.py
503042456,test_issue595,Non-Flaky,Traceback Coverage,T,0,0.20,10,spaCy/spacy/tests/regression/test_issue1-1000.py
503042456,test_issue1387,Non-Flaky,Traceback Coverage,T,0,0.20,10,spaCy/spacy/tests/regression/test_issue1001-1500.py
503042456,test_issue1547,Flaky,Traceback Coverage,F,0,0.20,7,spaCy/spacy/tests/regression/test_issue1501-2000.py
503042456,test_issue2569,Flaky,Traceback Coverage,F,0,0.29,10,spaCy/spacy/tests/regression/test_issue2501-3000.py
503042456,test_issue2871,Flaky,Traceback Coverage,F,0,0.20,16,spaCy/spacy/tests/regression/test_issue2501-3000.py
503042456,test_issue3012,Flaky,Traceback Coverage,F,0,0.20,18,spaCy/spacy/tests/regression/test_issue3012.py
503042456,test_issue3288,Flaky,Traceback Coverage,F,0,0.20,8,spaCy/spacy/tests/regression/test_issue3288.py
503042456,test_vocab_lexeme_lt,Flaky,Traceback Coverage,F,0,0.20,7,spaCy/spacy/tests/vocab_vectors/test_lexeme.py
503042442,test_roundtrip_offsets_biluo_conversion,Non-Flaky,Multi-Factor,F,0,0.25,8,spaCy/spacy/tests/test_gold.py
503042442,test_biluo_spans,Non-Flaky,Multi-Factor,F,0,0.25,8,spaCy/spacy/tests/test_gold.py
503042442,test_displacy_parse_ents,Flaky,Multi-Factor,F,0,0.25,7,spaCy/spacy/tests/test_misc.py
503042442,test_displacy_parse_deps,Non-Flaky,Multi-Factor,F,0,0.25,20,spaCy/spacy/tests/test_misc.py
503042442,test_displacy_spans,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/test_misc.py
503042442,test_displacy_render_wrapper,Flaky,Multi-Factor,F,0,0.25,9,spaCy/spacy/tests/test_misc.py
503042442,test_doc_api_set_ents,Flaky,Multi-Factor,F,0,0.25,9,spaCy/spacy/tests/doc/test_doc_api.py
