Build ID,Test Method,Flaky or Not,Detection Method,Traceback Cover,Number of Smells,Flaky Frequency,Size,Path
689744566,test_doc_retokenize_split_heads_error,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689744566,test_doc_retokenize_split_orths_mismatch,Flaky,Multi-Factor,F,0,0.11,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689744566,test_doc_retokenize_split_extension_attrs_invalid,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689744566,test_span_similarity_match,Flaky,Multi-Factor,F,0,0.18,7,spaCy/spacy/tests/doc/test_span.py
689744566,test_span_label_readonly,Flaky,Multi-Factor,F,0,0.11,3,spaCy/spacy/tests/doc/test_span.py
689744566,test_span_kb_id_readonly,Flaky,Multi-Factor,F,0,0.11,3,spaCy/spacy/tests/doc/test_span.py
689744566,test_doc_to_json_underscore_error_attr,Flaky,Multi-Factor,F,0,0.11,4,spaCy/spacy/tests/doc/test_to_json.py
689744566,test_doc_to_json_underscore_error_serialize,Flaky,Multi-Factor,F,0,0.15,5,spaCy/spacy/tests/doc/test_to_json.py
689744566,test_doc_token_api_head_setter,Non-Flaky,Multi-Factor,F,0,0.11,44,spaCy/spacy/tests/doc/test_token_api.py
689744566,test_underscore_raises_for_dup,Flaky,Multi-Factor,F,0,0.11,3,spaCy/spacy/tests/doc/test_underscore.py
689744566,test_underscore_raises_for_invalid,Flaky,Multi-Factor,F,0,0.11,3,spaCy/spacy/tests/doc/test_underscore.py
689744566,test_lang_initialize,Flaky,Multi-Factor,F,0,0.40,6,spaCy/spacy/tests/lang/test_initialize.py
689744566,test_noun_chunks_is_parsed_de,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_el,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_es,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_fa,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_fr,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_id,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_nb,Flaky,Multi-Factor,F,0,0.11,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689744566,test_noun_chunks_is_parsed_sv,Non-Flaky,Multi-Factor,F,0,0.11,32,spaCy/spacy/tests/lang/sv/test_noun_chunks.py
689744566,test_matcher_basic_check,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689744566,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,0,0.12,25,spaCy/spacy/tests/matcher/test_matcher_api.py
689744566,test_matcher_valid_callback,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689744566,test_matcher_remove,Non-Flaky,Multi-Factor,F,0,0.11,18,spaCy/spacy/tests/matcher/test_matcher_logic.py
689744566,test_minimal_pattern_validation,Flaky,Multi-Factor,F,0,0.11,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689744566,test_phrase_matcher_validation,Non-Flaky,Multi-Factor,F,0,0.18,17,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689744566,test_attr_validation,Flaky,Multi-Factor,F,0,0.11,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689744566,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,0,0.12,25,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689744566,test_phrase_matcher_basic_check,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689744566,test_component_decorator_assigns,Non-Flaky,Multi-Factor,F,0,0.15,36,spaCy/spacy/tests/pipeline/test_analysis.py
689744566,test_analysis_validate_attrs_valid,Flaky,Multi-Factor,F,0,0.11,6,spaCy/spacy/tests/pipeline/test_analysis.py
689744566,test_analysis_validate_attrs_invalid,Flaky,Multi-Factor,F,0,0.11,2,spaCy/spacy/tests/pipeline/test_analysis.py
689744566,test_analysis_validate_attrs_remove_pipe,Non-Flaky,Multi-Factor,F,0,0.11,15,spaCy/spacy/tests/pipeline/test_analysis.py
689744566,test_kb_invalid_entities,Flaky,Multi-Factor,F,0,0.17,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_kb_invalid_probabilities,Flaky,Multi-Factor,F,0,0.17,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_kb_invalid_combination,Flaky,Multi-Factor,F,0,0.17,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_kb_invalid_entity_vector,Flaky,Multi-Factor,F,0,0.11,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_append_alias,Non-Flaky,Multi-Factor,F,0,0.11,20,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_append_invalid_alias,Flaky,Multi-Factor,F,0,0.11,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689744566,test_entity_ruler_validate,Flaky,Multi-Factor,F,0,0.11,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689744566,test_add_pipe_duplicate_name,Flaky,Multi-Factor,F,0,0.11,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_cant_add_pipe_first_and_last,Flaky,Multi-Factor,F,0,0.11,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_get_pipe,Flaky,Multi-Factor,F,0,0.11,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_replace_pipe,Non-Flaky,Multi-Factor,F,0,0.11,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_rename_pipe,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_remove_pipe,Non-Flaky,Multi-Factor,F,0,0.11,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_raise_for_invalid_components,Flaky,Multi-Factor,F,0,0.11,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689744566,test_label_types,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/pipeline/test_tagger.py
689744566,test_issue242,Flaky,Multi-Factor,F,0,0.23,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689744566,test_issue588,Flaky,Multi-Factor,F,0,0.11,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689744566,test_issue1375,Non-Flaky,Multi-Factor,F,0,0.18,8,spaCy/spacy/tests/regression/test_issue1001-1500.py
689744566,test_issue1727,Non-Flaky,Multi-Factor,F,0,0.29,14,spaCy/spacy/tests/regression/test_issue1501-2000.py
689744566,test_issue1915,Flaky,Multi-Factor,F,0,0.19,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689744566,test_issue2564,Flaky,Multi-Factor,F,0,0.29,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689744566,test_issue2833,Flaky,Multi-Factor,F,0,0.11,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689744566,test_issue3410,Flaky,Multi-Factor,F,0,0.18,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689744566,test_issue3456,Flaky,Multi-Factor,F,0,0.25,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689744566,test_issue3880,Non-Flaky,Multi-Factor,F,0,0.25,14,spaCy/spacy/tests/regression/test_issue3880.py
689744566,test_issue4348,Flaky,Multi-Factor,F,1,0.25,12,spaCy/spacy/tests/regression/test_issue4348.py
689744566,test_issue4674,Flaky,Multi-Factor,F,0,0.11,22,spaCy/spacy/tests/regression/test_issue4674.py
689744566,test_issue4725,Non-Flaky,Multi-Factor,F,0,0.15,14,spaCy/spacy/tests/regression/test_issue4725.py
689744566,test_issue4849,Non-Flaky,Multi-Factor,F,0,0.11,24,spaCy/spacy/tests/regression/test_issue4849.py
689744566,test_issue4903,Flaky,Multi-Factor,F,0,0.15,10,spaCy/spacy/tests/regression/test_issue4903.py
689744566,test_issue5152,Non-Flaky,Multi-Factor,F,0,0.11,13,spaCy/spacy/tests/regression/test_issue5152.py
689744566,test_serialize_doc_exclude,Flaky,Multi-Factor,F,0,0.11,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689744566,test_serialize_language_exclude,Non-Flaky,Multi-Factor,F,0,0.25,13,spaCy/spacy/tests/serialize/test_serialize_language.py
689744566,test_serialize_pipe_exclude,Non-Flaky,Multi-Factor,F,0,0.20,21,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
689744566,test_pickle_vocab,Flaky,Multi-Factor,F,0,0.31,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689744566,test_tokenizer_explain,Flaky,Multi-Factor,F,0,0.11,6,spaCy/spacy/tests/tokenizer/test_explain.py
689744566,test_lookups_api,Non-Flaky,Multi-Factor,F,0,0.17,25,spaCy/spacy/tests/vocab_vectors/test_lookups.py
689744566,test_vectors_similarity_TD,Flaky,Multi-Factor,F,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689744566,test_vectors_similarity_TS,Flaky,Multi-Factor,F,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689744566,test_stringstore_retrieve_id,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689744566,test_vectors_most_similar,Flaky,Multi-Factor,F,0,0.11,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vectors_span_span_similarity,Flaky,Multi-Factor,F,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vectors_span_doc_similarity,Flaky,Multi-Factor,F,0,0.11,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vocab_add_vector,Flaky,Multi-Factor,F,0,0.11,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689744566,test_vectors_serialize,Non-Flaky,Multi-Factor,F,0,0.11,25,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_pretrain_make_docs,Non-Flaky,Multi-Factor,F,0,0.27,31,spaCy/spacy/tests/test_cli.py
689741907,test_displacy_invalid_arcs,Non-Flaky,Multi-Factor,F,0,0.12,8,spaCy/spacy/tests/test_displacy.py
689741907,test_displacy_raises_for_wrong_type,Flaky,Multi-Factor,F,0,0.12,2,spaCy/spacy/tests/test_displacy.py
689741907,test_add_codes,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/test_errors.py
689741907,test_gold_biluo_overlap,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/test_gold.py
689741907,test_gold_biluo_misalign,Flaky,Multi-Factor,F,0,0.12,7,spaCy/spacy/tests/test_gold.py
689741907,test_iob_to_biluo,Flaky,Multi-Factor,F,0,0.12,7,spaCy/spacy/tests/test_gold.py
689741907,test_language_update,Non-Flaky,Multi-Factor,F,0,0.27,20,spaCy/spacy/tests/test_language.py
689741907,test_language_pipe,Flaky,Multi-Factor,F,0,0.31,5,spaCy/spacy/tests/test_language.py
689741907,test_tagger_warns_no_lemma_lookups,Non-Flaky,Multi-Factor,F,0,0.20,13,spaCy/spacy/tests/test_lemmatizer.py
689741907,test_roc_auc_score,Non-Flaky,Multi-Factor,F,0,0.12,58,spaCy/spacy/tests/test_scorer.py
689741907,test_add_overlapping_entities,Flaky,Multi-Factor,F,0,0.12,7,spaCy/spacy/tests/doc/test_add_entities.py
689741907,test_doc_from_array_heads_in_bounds,Non-Flaky,Multi-Factor,F,0,0.12,21,spaCy/spacy/tests/doc/test_array.py
689741907,test_create_from_words_and_text,Non-Flaky,Multi-Factor,F,0,0.12,38,spaCy/spacy/tests/doc/test_creation.py
689741907,test_doc_api_getitem,Non-Flaky,Multi-Factor,F,0,0.12,66,spaCy/spacy/tests/doc/test_doc_api.py
689741907,test_doc_api_similarity_match,Flaky,Multi-Factor,F,0,0.20,7,spaCy/spacy/tests/doc/test_doc_api.py
689741907,test_doc_from_array_sent_starts,Non-Flaky,Multi-Factor,F,0,0.12,29,spaCy/spacy/tests/doc/test_doc_api.py
689741907,test_doc_retokenize_spans_merge_non_disjoint,Flaky,Multi-Factor,F,0,0.12,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689741907,test_doc_retokenize_merge_extension_attrs_invalid,Flaky,Multi-Factor,F,0,0.12,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689741907,test_doc_retokenize_split_heads_error,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689741907,test_doc_retokenize_split_orths_mismatch,Flaky,Multi-Factor,F,0,0.12,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689741907,test_doc_retokenize_split_extension_attrs_invalid,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689741907,test_span_similarity_match,Flaky,Multi-Factor,F,0,0.20,7,spaCy/spacy/tests/doc/test_span.py
689741907,test_span_label_readonly,Flaky,Multi-Factor,F,0,0.12,3,spaCy/spacy/tests/doc/test_span.py
689741907,test_span_kb_id_readonly,Flaky,Multi-Factor,F,0,0.12,3,spaCy/spacy/tests/doc/test_span.py
689741907,test_doc_to_json_underscore_error_attr,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/doc/test_to_json.py
689741907,test_doc_to_json_underscore_error_serialize,Flaky,Multi-Factor,F,0,0.17,5,spaCy/spacy/tests/doc/test_to_json.py
689741907,test_doc_token_api_head_setter,Non-Flaky,Multi-Factor,F,0,0.12,44,spaCy/spacy/tests/doc/test_token_api.py
689741907,test_underscore_raises_for_dup,Flaky,Multi-Factor,F,0,0.12,3,spaCy/spacy/tests/doc/test_underscore.py
689741907,test_underscore_raises_for_invalid,Flaky,Multi-Factor,F,0,0.12,3,spaCy/spacy/tests/doc/test_underscore.py
689741907,test_lang_initialize,Flaky,Multi-Factor,F,0,0.42,6,spaCy/spacy/tests/lang/test_initialize.py
689741907,test_noun_chunks_is_parsed_de,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_el,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/en/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_es,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/es/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_fa,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/fa/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_fr,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/fr/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_id,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/id/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_nb,Flaky,Multi-Factor,F,0,0.12,9,spaCy/spacy/tests/lang/nb/test_noun_chunks.py
689741907,test_noun_chunks_is_parsed_sv,Non-Flaky,Multi-Factor,F,0,0.12,32,spaCy/spacy/tests/lang/sv/test_noun_chunks.py
689741907,test_matcher_basic_check,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689741907,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,0,0.14,25,spaCy/spacy/tests/matcher/test_matcher_api.py
689741907,test_matcher_valid_callback,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/matcher/test_matcher_api.py
689741907,test_matcher_remove,Non-Flaky,Multi-Factor,F,0,0.12,18,spaCy/spacy/tests/matcher/test_matcher_logic.py
689741907,test_minimal_pattern_validation,Flaky,Multi-Factor,F,0,0.12,6,spaCy/spacy/tests/matcher/test_pattern_validation.py
689741907,test_phrase_matcher_validation,Non-Flaky,Multi-Factor,F,0,0.20,17,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689741907,test_attr_validation,Flaky,Multi-Factor,F,0,0.12,2,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689741907,test_attr_pipeline_checks,Non-Flaky,Multi-Factor,F,0,0.14,25,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689741907,test_phrase_matcher_basic_check,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/matcher/test_phrase_matcher.py
689741907,test_component_decorator_assigns,Non-Flaky,Multi-Factor,F,0,0.17,36,spaCy/spacy/tests/pipeline/test_analysis.py
689741907,test_analysis_validate_attrs_valid,Flaky,Multi-Factor,F,0,0.12,6,spaCy/spacy/tests/pipeline/test_analysis.py
689741907,test_analysis_validate_attrs_invalid,Flaky,Multi-Factor,F,0,0.12,2,spaCy/spacy/tests/pipeline/test_analysis.py
689741907,test_analysis_validate_attrs_remove_pipe,Non-Flaky,Multi-Factor,F,0,0.12,15,spaCy/spacy/tests/pipeline/test_analysis.py
689741907,test_kb_invalid_entities,Flaky,Multi-Factor,F,0,0.18,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_kb_invalid_probabilities,Flaky,Multi-Factor,F,0,0.18,9,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_kb_invalid_combination,Flaky,Multi-Factor,F,0,0.18,11,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_kb_invalid_entity_vector,Flaky,Multi-Factor,F,0,0.12,7,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_append_alias,Non-Flaky,Multi-Factor,F,0,0.12,20,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_append_invalid_alias,Flaky,Multi-Factor,F,0,0.12,12,spaCy/spacy/tests/pipeline/test_entity_linker.py
689741907,test_entity_ruler_validate,Flaky,Multi-Factor,F,0,0.12,12,spaCy/spacy/tests/pipeline/test_entity_ruler.py
689741907,test_add_pipe_duplicate_name,Flaky,Multi-Factor,F,0,0.12,3,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_cant_add_pipe_first_and_last,Flaky,Multi-Factor,F,0,0.12,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_get_pipe,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_replace_pipe,Non-Flaky,Multi-Factor,F,0,0.12,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_rename_pipe,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_remove_pipe,Non-Flaky,Multi-Factor,F,0,0.12,8,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_raise_for_invalid_components,Flaky,Multi-Factor,F,0,0.12,2,spaCy/spacy/tests/pipeline/test_pipe_methods.py
689741907,test_label_types,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/pipeline/test_tagger.py
689741907,test_issue242,Flaky,Multi-Factor,F,0,0.25,19,spaCy/spacy/tests/regression/test_issue1-1000.py
689741907,test_issue588,Flaky,Multi-Factor,F,0,0.12,3,spaCy/spacy/tests/regression/test_issue1-1000.py
689741907,test_issue1375,Non-Flaky,Multi-Factor,F,0,0.20,8,spaCy/spacy/tests/regression/test_issue1001-1500.py
689741907,test_issue1727,Non-Flaky,Multi-Factor,F,0,0.31,14,spaCy/spacy/tests/regression/test_issue1501-2000.py
689741907,test_issue1915,Flaky,Multi-Factor,F,0,0.20,6,spaCy/spacy/tests/regression/test_issue1501-2000.py
689741907,test_issue2564,Flaky,Multi-Factor,F,0,0.31,11,spaCy/spacy/tests/regression/test_issue2501-3000.py
689741907,test_issue2833,Flaky,Multi-Factor,F,0,0.12,6,spaCy/spacy/tests/regression/test_issue2501-3000.py
689741907,test_issue3410,Flaky,Multi-Factor,F,0,0.20,12,spaCy/spacy/tests/regression/test_issue3001-3500.py
689741907,test_issue3456,Flaky,Multi-Factor,F,0,0.27,5,spaCy/spacy/tests/regression/test_issue3001-3500.py
689741907,test_issue3880,Non-Flaky,Multi-Factor,F,0,0.27,14,spaCy/spacy/tests/regression/test_issue3880.py
689741907,test_issue4348,Flaky,Multi-Factor,F,1,0.27,12,spaCy/spacy/tests/regression/test_issue4348.py
689741907,test_issue4674,Flaky,Multi-Factor,F,0,0.12,22,spaCy/spacy/tests/regression/test_issue4674.py
689741907,test_issue4725,Non-Flaky,Multi-Factor,F,0,0.17,14,spaCy/spacy/tests/regression/test_issue4725.py
689741907,test_issue4849,Non-Flaky,Multi-Factor,F,0,0.12,24,spaCy/spacy/tests/regression/test_issue4849.py
689741907,test_issue4903,Flaky,Multi-Factor,F,0,0.17,10,spaCy/spacy/tests/regression/test_issue4903.py
689741907,test_issue5152,Non-Flaky,Multi-Factor,F,0,0.12,13,spaCy/spacy/tests/regression/test_issue5152.py
689741907,test_issue5458,Missing factors,Multi-Factor,T,0,0.20,0,spaCy/spacy/tests/regression/test_issue5458.py
689741907,test_serialize_doc_exclude,Flaky,Multi-Factor,F,0,0.12,12,spaCy/spacy/tests/serialize/test_serialize_doc.py
689741907,test_serialize_language_exclude,Non-Flaky,Multi-Factor,F,0,0.27,13,spaCy/spacy/tests/serialize/test_serialize_language.py
689741907,test_serialize_pipe_exclude,Non-Flaky,Multi-Factor,F,0,0.22,21,spaCy/spacy/tests/serialize/test_serialize_pipeline.py
689741907,test_pickle_vocab,Flaky,Multi-Factor,F,0,0.33,5,spaCy/spacy/tests/serialize/test_serialize_vocab_strings.py
689741907,test_tokenizer_explain,Flaky,Multi-Factor,F,0,0.12,6,spaCy/spacy/tests/tokenizer/test_explain.py
689741907,test_lookups_api,Non-Flaky,Multi-Factor,F,0,0.18,25,spaCy/spacy/tests/vocab_vectors/test_lookups.py
689741907,test_vectors_similarity_TD,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689741907,test_vectors_similarity_TS,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_similarity.py
689741907,test_stringstore_retrieve_id,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/vocab_vectors/test_stringstore.py
689741907,test_vectors_most_similar,Flaky,Multi-Factor,F,0,0.12,5,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vectors_span_span_similarity,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vectors_span_doc_similarity,Flaky,Multi-Factor,F,0,0.12,4,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vocab_add_vector,Flaky,Multi-Factor,F,0,0.12,12,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689741907,test_vectors_serialize,Non-Flaky,Multi-Factor,F,0,0.12,25,spaCy/spacy/tests/vocab_vectors/test_vectors.py
689730947,test_pretrain_make_docs,Non-Flaky,Multi-Factor,F,0,0.30,31,spaCy/spacy/tests/test_cli.py
689730947,test_displacy_invalid_arcs,Non-Flaky,Multi-Factor,F,0,0.14,8,spaCy/spacy/tests/test_displacy.py
689730947,test_displacy_raises_for_wrong_type,Flaky,Multi-Factor,F,0,0.14,2,spaCy/spacy/tests/test_displacy.py
689730947,test_add_codes,Flaky,Multi-Factor,F,0,0.14,4,spaCy/spacy/tests/test_errors.py
689730947,test_gold_biluo_overlap,Flaky,Multi-Factor,F,0,0.14,9,spaCy/spacy/tests/test_gold.py
689730947,test_gold_biluo_misalign,Flaky,Multi-Factor,F,0,0.14,7,spaCy/spacy/tests/test_gold.py
689730947,test_iob_to_biluo,Flaky,Multi-Factor,F,0,0.14,7,spaCy/spacy/tests/test_gold.py
689730947,test_language_update,Non-Flaky,Multi-Factor,F,0,0.30,20,spaCy/spacy/tests/test_language.py
689730947,test_language_pipe,Flaky,Multi-Factor,F,0,0.33,5,spaCy/spacy/tests/test_language.py
689730947,test_tagger_warns_no_lemma_lookups,Non-Flaky,Multi-Factor,F,0,0.22,13,spaCy/spacy/tests/test_lemmatizer.py
689730947,test_roc_auc_score,Non-Flaky,Multi-Factor,F,0,0.14,58,spaCy/spacy/tests/test_scorer.py
689730947,test_add_overlapping_entities,Flaky,Multi-Factor,F,0,0.14,7,spaCy/spacy/tests/doc/test_add_entities.py
689730947,test_doc_from_array_heads_in_bounds,Non-Flaky,Multi-Factor,F,0,0.14,21,spaCy/spacy/tests/doc/test_array.py
689730947,test_create_from_words_and_text,Non-Flaky,Multi-Factor,F,0,0.14,38,spaCy/spacy/tests/doc/test_creation.py
689730947,test_doc_api_getitem,Non-Flaky,Multi-Factor,F,0,0.14,66,spaCy/spacy/tests/doc/test_doc_api.py
689730947,test_doc_api_similarity_match,Flaky,Multi-Factor,F,0,0.22,7,spaCy/spacy/tests/doc/test_doc_api.py
689730947,test_doc_from_array_sent_starts,Non-Flaky,Multi-Factor,F,0,0.14,29,spaCy/spacy/tests/doc/test_doc_api.py
689730947,test_doc_retokenize_spans_merge_non_disjoint,Flaky,Multi-Factor,F,0,0.14,12,spaCy/spacy/tests/doc/test_retokenize_merge.py
689730947,test_doc_retokenize_merge_extension_attrs_invalid,Flaky,Multi-Factor,F,0,0.14,7,spaCy/spacy/tests/doc/test_retokenize_merge.py
689730947,test_doc_retokenize_split_heads_error,Flaky,Multi-Factor,F,0,0.14,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689730947,test_doc_retokenize_split_orths_mismatch,Flaky,Multi-Factor,F,0,0.14,10,spaCy/spacy/tests/doc/test_retokenize_split.py
689730947,test_doc_retokenize_split_extension_attrs_invalid,Flaky,Multi-Factor,F,0,0.14,9,spaCy/spacy/tests/doc/test_retokenize_split.py
689730947,test_span_similarity_match,Flaky,Multi-Factor,F,0,0.22,7,spaCy/spacy/tests/doc/test_span.py
689730947,test_span_label_readonly,Flaky,Multi-Factor,F,0,0.14,3,spaCy/spacy/tests/doc/test_span.py
689730947,test_span_kb_id_readonly,Flaky,Multi-Factor,F,0,0.14,3,spaCy/spacy/tests/doc/test_span.py
689730947,test_doc_to_json_underscore_error_attr,Flaky,Multi-Factor,F,0,0.14,4,spaCy/spacy/tests/doc/test_to_json.py
689730947,test_doc_to_json_underscore_error_serialize,Flaky,Multi-Factor,F,0,0.18,5,spaCy/spacy/tests/doc/test_to_json.py
689730947,test_doc_token_api_head_setter,Non-Flaky,Multi-Factor,F,0,0.14,44,spaCy/spacy/tests/doc/test_token_api.py
689730947,test_underscore_raises_for_dup,Flaky,Multi-Factor,F,0,0.14,3,spaCy/spacy/tests/doc/test_underscore.py
689730947,test_underscore_raises_for_invalid,Flaky,Multi-Factor,F,0,0.14,3,spaCy/spacy/tests/doc/test_underscore.py
689730947,test_lang_initialize,Flaky,Multi-Factor,F,0,0.43,6,spaCy/spacy/tests/lang/test_initialize.py
689730947,test_noun_chunks_is_parsed_de,Flaky,Multi-Factor,F,0,0.14,9,spaCy/spacy/tests/lang/de/test_noun_chunks.py
689730947,test_noun_chunks_is_parsed_el,Flaky,Multi-Factor,F,0,0.14,9,spaCy/spacy/tests/lang/el/test_noun_chunks.py
